"sei","rank","number"
"黒肥地","19447位",62
"今熊","19447位",62
"根占","19447位",62
"佐守","19447位",62
"佐敷","19447位",62
"細馬","19447位",62
"財木","19447位",62
"雑喉","19447位",62
"珊瑚","19447位",62
"市薗","19447位",62
"志鳥","19447位",62
"篠ケ瀬","19447位",62
"芝間","19447位",62
"宗盛","19447位",62
"秀嶋","19447位",62
"舟倉","19447位",62
"重兼","19447位",62
"潤","19447位",62
"中世","19614位",61
"中末","19614位",61
"直山","19614位",61
"津内口","19614位",61
"的山","19614位",61
"田吉","19614位",61
"田伐","19614位",61
"渡津","19614位",61
"土器","19614位",61
"唐谷","19614位",61
"桃北","19614位",61
"藤峰","19614位",61
"道向","19614位",61
"徳部","19614位",61
"奈雲","19614位",61
"内久保","19614位",61
"南渕","19614位",61
"日賀野","19614位",61
"馬場先","19614位",61
"畑仲","19614位",61
"伴藤","19614位",61
"中斎","19614位",61
"竹畑","19614位",61
"竹仲","19614位",61
"池林","19614位",61
"谷次","19614位",61
"谷角","19614位",61
"大浴","19614位",61
"大田尾","19614位",61
"大欠","19614位",61
"大弓","19614位",61
"大加","19614位",61
"太和田","19614位",61
"袖川","19614位",61
"増金","19614位",61
"増間","19614位",61
"相松","19614位",61
"巣立","19614位",61
"掃部関","19614位",61
"倉屋","19614位",61
"善平","19614位",61
"川迫","19614位",61
"節安","19614位",61
"飯箸","19614位",61
"當眞","19614位",61
"濱上","19614位",61
"濱井","19614位",61
"澤登","19614位",61
"廣山","19614位",61
"岑","19614位",61
"浪辺","19614位",61
"梁木","19614位",61
"立住","19614位",61
"里口","19614位",61
"余野","19614位",61
"余","19614位",61
"遊津","19614位",61
"柚留木","19614位",61
"柚口","19614位",61
"柳尾","19614位",61
"矢沼","19614位",61
"矢ノ目","19614位",61
"杢代","19614位",61
"木実","19614位",61
"網永","19614位",61
"綿村","19614位",61
"本美","19614位",61
"本丸","19614位",61
"本位田","19614位",61
"堀村","19614位",61
"牧崎","19614位",61
"牧角","19614位",61
"北尻","19614位",61
"豊澤","19614位",61
"方田","19614位",61
"穂崎","19614位",61
"片海","19614位",61
"米里","19614位",61
"平屋","19614位",61
"文室","19614位",61
"福神","19614位",61
"伏井","19614位",61
"浜多","19614位",61
"百島","19614位",61
"彦久保","19614位",61
"尾塩","19614位",61
"飛坂","19614位",61
"赤部","19614位",61
"五野上","19614位",61
"厳","19614位",61
"見須","19614位",61
"駒山","19614位",61
"玉中","19614位",61
"笈沼","19614位",61
"宮向","19614位",61
"宮ケ原","19614位",61
"久多良木","19614位",61
"吉畑","19614位",61
"菊澤","19614位",61
"亀里","19614位",61
"岩地","19614位",61
"岩阪","19614位",61
"諌早","19614位",61
"甘糟","19614位",61
"樫出","19614位",61
"垣屋","19614位",61
"外久保","19614位",61
"貝増","19614位",61
"河股","19614位",61
"河窪","19614位",61
"家谷","19614位",61
"家倉","19614位",61
"家合","19614位",61
"岡ノ谷","19614位",61
"横市","19614位",61
"奥橋","19614位",61
"塩ノ谷","19614位",61
"英保","19614位",61
"永窪","19614位",61
"浦丸","19614位",61
"鵜鷹","19614位",61
"宇和野","19614位",61
"隠田","19614位",61
"印丸","19614位",61
"稲満","19614位",61
"一町田","19614位",61
"井貫","19614位",61
"伊貝","19614位",61
"安藝","19614位",61
"阿木","19614位",61
"阿辻","19614位",61
"向久保","19614位",61
"青村","19614位",61
"是友","19614位",61
"是洞","19614位",61
"畝木","19614位",61
"須古","19614位",61
"神塚","19614位",61
"新羅","19614位",61
"畳谷","19614位",61
"常吉","19614位",61
"城定","19614位",61
"城岸","19614位",61
"上川床","19614位",61
"上神谷","19614位",61
"沼能","19614位",61
"小鍋","19614位",61
"小須賀","19614位",61
"出葉","19614位",61
"出河","19614位",61
"種崎","19614位",61
"狩川","19614位",61
"若代","19614位",61
"車井","19614位",61
"幸池","19614位",61
"広浦","19614位",61
"綱分","19614位",61
"高溝","19614位",61
"国府方","19614位",61
"此下","19614位",61
"今清水","19614位",61
"今荘","19614位",61
"根目沢","19614位",61
"佐佐木","19614位",61
"坂居","19614位",61
"咲山","19614位",61
"薩美","19614位",61
"三ツ口","19614位",61
"三ツ野","19614位",61
"山埜","19614位",61
"山名田","19614位",61
"四ツ井","19614位",61
"似田貝","19614位",61
"時谷","19614位",61
"篠瀬","19614位",61
"側","19789位",60
"則友","19789位",60
"太細","19789位",60
"太田口","19789位",60
"大引","19789位",60
"大番","19789位",60
"達富","19789位",60
"辰岡","19789位",60
"棚池","19789位",60
"谷信","19789位",60
"谷前","19789位",60
"淡谷","19789位",60
"地口","19789位",60
"遅塚","19789位",60
"中堂園","19789位",60
"中力","19789位",60
"朝居","19789位",60
"鳥見","19789位",60
"鳥嶋","19789位",60
"津和","19789位",60
"辻広","19789位",60
"坪原","19789位",60
"鶴ケ谷","19789位",60
"鶴嶋","19789位",60
"蔵ケ崎","19789位",60
"霜尾","19789位",60
"善生","19789位",60
"前鼻","19789位",60
"川埜","19789位",60
"赤水","19789位",60
"石峰","19789位",60
"石西","19789位",60
"生馬","19789位",60
"生賀","19789位",60
"正畑","19789位",60
"正清","19789位",60
"成広","19789位",60
"是久","19789位",60
"瀬合","19789位",60
"瀬見","19789位",60
"真竹","19789位",60
"深","19789位",60
"新籾","19789位",60
"新冨","19789位",60
"乗上","19789位",60
"松鵜","19789位",60
"小縣","19789位",60
"小白","19789位",60
"的崎","19789位",60
"蟇目","19789位",60
"莅戸","19789位",60
"礒道","19789位",60
"柬理","19789位",60
"頼政","19789位",60
"与島","19789位",60
"猶木","19789位",60
"柳ケ瀬","19789位",60
"矢船","19789位",60
"矢尻","19789位",60
"弥久保","19789位",60
"野老","19789位",60
"木保","19789位",60
"木之瀬","19789位",60
"名部","19789位",60
"摩庭","19789位",60
"本久","19789位",60
"堀喜","19789位",60
"牧下","19789位",60
"蓬","19789位",60
"宝栄","19789位",60
"保良","19789位",60
"保地","19789位",60
"米虫","19789位",60
"平久井","19789位",60
"文箭","19789位",60
"福盛田","19789位",60
"風呂谷","19789位",60
"冨崎","19789位",60
"冨ケ原","19789位",60
"樋代","19789位",60
"飛野","19789位",60
"半貫","19789位",60
"畠腹","19789位",60
"波場","19789位",60
"能條","19789位",60
"能間","19789位",60
"入岡","19789位",60
"日角","19789位",60
"徳住","19789位",60
"筒","19789位",60
"湯野川","19789位",60
"湯屋","19789位",60
"東窪","19789位",60
"島宮","19789位",60
"渡田","19789位",60
"渡司","19789位",60
"田場川","19789位",60
"小長野","19789位",60
"強口","19789位",60
"享保","19789位",60
"牛窓","19789位",60
"牛上","19789位",60
"宮端","19789位",60
"久保杉","19789位",60
"吉滝","19789位",60
"義川","19789位",60
"鬼追","19789位",60
"鬼窪","19789位",60
"記虎","19789位",60
"紀室","19789位",60
"雁金","19789位",60
"岩方","19789位",60
"岩並","19789位",60
"岩寺","19789位",60
"岩郷","19789位",60
"間明田","19789位",60
"釜中","19789位",60
"葛木","19789位",60
"楽山","19789位",60
"岳藤","19789位",60
"角畑","19789位",60
"角津","19789位",60
"海沢","19789位",60
"会場","19789位",60
"河浪","19789位",60
"河毛","19789位",60
"家長","19789位",60
"家氏","19789位",60
"加幡","19789位",60
"何川","19789位",60
"乙村","19789位",60
"岡畠","19789位",60
"黄倉","19789位",60
"横戸","19789位",60
"押野見","19789位",60
"奥矢","19789位",60
"栄徳","19789位",60
"宇尾","19789位",60
"宇津江","19789位",60
"稲浦","19789位",60
"井無田","19789位",60
"井手内","19789位",60
"伊納","19789位",60
"芦内","19789位",60
"芦浦","19789位",60
"阿倍","19789位",60
"橋根","19789位",60
"小瀬戸","19789位",60
"小松野","19789位",60
"小司","19789位",60
"升永","19789位",60
"所崎","19789位",60
"舟引","19789位",60
"宗島","19789位",60
"寿田","19789位",60
"寿恵","19789位",60
"若柳吉","19789位",60
"室野井","19789位",60
"七山","19789位",60
"治","19789位",60
"滋賀","19789位",60
"時信","19789位",60
"持増","19789位",60
"紫芝","19789位",60
"四郎園","19789位",60
"山白","19789位",60
"山階","19789位",60
"三津木","19789位",60
"三代沢","19789位",60
"左官","19789位",60
"紺","19789位",60
"郷上","19789位",60
"金定","19789位",60
"九十九","19789位",60
"九重","19789位",60
"粂内","19789位",60
"軽米","19789位",60
"玄番","19789位",60
"古曳","19789位",60
"古知","19789位",60
"古茶","19789位",60
"古藤田","19789位",60
"呼子","19789位",60
"戸蒔","19789位",60
"胡井","19789位",60
"後安","19789位",60
"厚美","19789位",60
"口町","19789位",60
"向窪","19789位",60
"広口","19789位",60
"甲斐谷","19789位",60
"高殿","19789位",60
"高辺","19789位",60
"込宮","19789位",60
"今冨","19789位",60
"船城","19984位",59
"曽","19984位",59
"倉満","19984位",59
"相知","19984位",59
"多屋","19984位",59
"大尻","19984位",59
"谷相","19984位",59
"中宗","19984位",59
"中鋪","19984位",59
"仲戸川","19984位",59
"猪巻","19984位",59
"長居","19984位",59
"鳥羽山","19984位",59
"鳥谷尾","19984位",59
"津多","19984位",59
"椿田","19984位",59
"田子内","19984位",59
"土場","19984位",59
"奴田原","19984位",59
"東影","19984位",59
"東美","19984位",59
"東部","19984位",59
"藤極","19984位",59
"千早","19984位",59
"千神","19984位",59
"折見","19984位",59
"跡見","19984位",59
"赤鹿","19984位",59
"石嵜","19984位",59
"石田尾","19984位",59
"青竹","19984位",59
"西町","19984位",59
"西秋","19984位",59
"西久","19984位",59
"生澤","19984位",59
"晴","19984位",59
"星河","19984位",59
"菅内","19984位",59
"水足","19984位",59
"垂門","19984位",59
"吹春","19984位",59
"須佐見","19984位",59
"須金","19984位",59
"須賀井","19984位",59
"諏沢","19984位",59
"真玉","19984位",59
"森出","19984位",59
"豆谷","19984位",59
"乕田","19984位",59
"綛田","19984位",59
"渕沢","19984位",59
"脇浜","19984位",59
"老月","19984位",59
"来代","19984位",59
"浴本","19984位",59
"揚張","19984位",59
"遊田","19984位",59
"遊座","19984位",59
"矢渡","19984位",59
"野老山","19984位",59
"木子","19984位",59
"木佐森","19984位",59
"木井","19984位",59
"鳴山","19984位",59
"箕谷","19984位",59
"満名","19984位",59
"北殿","19984位",59
"望戸","19984位",59
"坊垣","19984位",59
"宝沢","19984位",59
"宝諸","19984位",59
"穂垣","19984位",59
"片橋","19984位",59
"米尾","19984位",59
"米家","19984位",59
"平目","19984位",59
"平高","19984位",59
"仏坂","19984位",59
"福土","19984位",59
"福市","19984位",59
"譜久島","19984位",59
"譜久原","19984位",59
"冨中","19984位",59
"筆保","19984位",59
"鳩間","19984位",59
"筏津","19984位",59
"八隅","19984位",59
"萩倉","19984位",59
"波賀","19984位",59
"能仁","19984位",59
"能松","19984位",59
"二位","19984位",59
"呑田","19984位",59
"道源","19984位",59
"堂岡","19984位",59
"熊元","19984位",59
"空久保","19984位",59
"苦瓜","19984位",59
"九門","19984位",59
"汲川","19984位",59
"宮房","19984位",59
"宮定","19984位",59
"久米原","19984位",59
"吉貝","19984位",59
"義積","19984位",59
"鬼嶋","19984位",59
"鬼川","19984位",59
"貴俵","19984位",59
"岸添","19984位",59
"関目","19984位",59
"観音寺","19984位",59
"椛澤","19984位",59
"橿村","19984位",59
"外井","19984位",59
"蟹田","19984位",59
"芥子","19984位",59
"海北","19984位",59
"過能","19984位",59
"花家","19984位",59
"家常","19984位",59
"下阪","19984位",59
"下根","19984位",59
"牡丹","19984位",59
"沖浜","19984位",59
"岡竹","19984位",59
"岡宗","19984位",59
"横打","19984位",59
"横光","19984位",59
"塩倉","19984位",59
"演","19984位",59
"永須","19984位",59
"栄枝","19984位",59
"臼坂","19984位",59
"鵜塚","19984位",59
"羽牟","19984位",59
"蔭地","19984位",59
"稲内","19984位",59
"逸崎","19984位",59
"磯矢","19984位",59
"芦本","19984位",59
"茜谷","19984位",59
"阿部川","19984位",59
"鍬先","19984位",59
"新満","19984位",59
"新多","19984位",59
"城一","19984位",59
"上明戸","19984位",59
"松柳","19984位",59
"小濃","19984位",59
"小代田","19984位",59
"諸口","19984位",59
"出上","19984位",59
"重中","19984位",59
"住中","19984位",59
"秋根","19984位",59
"若鍋","19984位",59
"車戸","19984位",59
"治武","19984位",59
"志小田","19984位",59
"志貴","19984位",59
"四津","19984位",59
"山野下","19984位",59
"山福","19984位",59
"山久保","19984位",59
"山丸","19984位",59
"三ツ股","19984位",59
"細谷地","19984位",59
"慶伊","19984位",59
"軽尾","19984位",59
"剣","19984位",59
"検見崎","19984位",59
"絹見","19984位",59
"玄葉","19984位",59
"古源","19984位",59
"古志野","19984位",59
"庫本","19984位",59
"五百崎","19984位",59
"御田村","19984位",59
"向日","19984位",59
"幸重","19984位",59
"江ケ崎","19984位",59
"荒見","19984位",59
"荒松","19984位",59
"香内","19984位",59
"国延","19984位",59
"国峰","19984位",59
"根之木","19984位",59
"佐貝","19984位",59
"佐復","19984位",59
"左野","19984位",59
"蔵増","20174位",58
"則行","20174位",58
"村住","20174位",58
"大軒","20174位",58
"大能","20174位",58
"滝平","20174位",58
